customer_id,age,monthly_income,tenure_months,monthly_spend,transactions_per_month,support_tickets,satisfaction_score,city,segment,channel,premium_member,annual_spend,churn_next_month_confirmed,churn
C000021,36,4077467.0,7.9,867892.0,5,2,3.0,Jakarta,Basic,Web,0,10414706.0,0,0
C000022,30,18267459.0,44.0,1596747.0,8,0,3.0,Jakarta,Basic,App,0,19160968.0,0,0
C000023,53,9979192.0,46.7,1658892.0,4,1,5.0,Jakarta,Silver,Branch,0,19906705.0,0,0
C000024,36,5260541.0,45.5,593663.0,4,2,3.0,Surabaya,Basic,App,0,7123957.0,0,0
C000025,33,7284263.0,14.5,883552.0,4,0,5.0,Bandung,Basic,Branch,1,10602618.0,0,0
C000026,34,8058454.0,24.3,739061.0,7,0,5.0,Surabaya,Gold,Web,0,8868733.0,0,0
C000027,44,11990263.0,39.9,1097288.0,5,0,3.0,Surabaya,Gold,Web,0,13167451.0,1,1
C000028,42,3790116.0,17.2,555886.0,2,2,3.0,Makassar,Gold,App,1,6670635.0,0,0
C000029,43,5037548.0,21.9,683367.0,7,4,3.0,Jakarta,Basic,App,0,8200407.0,0,0
C000030,43,9295842.0,17.4,650753.0,3,1,3.0,Jakarta,Basic,App,1,7809036.0,0,0
C000031,64,7572570.0,29.2,1084901.0,3,1,3.0,Surabaya,Silver,App,0,13018811.0,0,0
C000032,33,10956842.0,27.9,1467776.0,0,2,3.0,Surabaya,Basic,App,0,17613311.0,0,0
C000033,32,4068248.0,71.8,439912.0,10,1,2.0,Jakarta,Silver,App,1,5278940.0,0,0
C000034,28,9736311.0,40.5,1162895.0,8,3,2.0,Bandung,Basic,App,0,13954736.0,0,0
C000035,45,14582359.0,9.7,1225947.0,3,0,3.0,Jakarta,Gold,Branch,1,14711369.0,0,0
C000036,52,10456165.0,10.4,1243626.0,6,3,3.0,Surabaya,Basic,App,0,14923507.0,1,1
C000037,37,8636116.0,44.5,728886.0,2,3,3.0,Jakarta,Basic,Web,0,8746634.0,0,0
C000038,28,7589043.0,27.7,960978.0,6,3,3.0,Surabaya,Gold,App,0,11531738.0,0,0
C000039,28,5054472.0,88.5,772184.0,7,1,3.0,Surabaya,Silver,Web,0,9266210.0,0,0
C000040,46,7689397.0,88.3,898736.0,6,1,4.0,Bandung,Basic,Web,0,10784829.0,0,0
C000041,47,15995057.0,13.5,1761909.0,5,0,4.0,Jakarta,Gold,Web,0,21142908.0,0,0
C000042,45,7493050.0,33.7,615105.0,4,2,3.0,Jakarta,Silver,App,0,7381261.0,0,0
C000043,30,4903991.0,10.5,749709.0,4,0,3.0,Surabaya,Silver,App,0,8996502.0,0,0
C000044,41,6102543.0,44.0,428702.0,5,0,3.0,Surabaya,Basic,App,0,5144423.0,1,1
C000045,39,8934402.0,78.4,1418600.0,3,0,3.0,Jakarta,Silver,Branch,0,17023202.0,0,0
C000046,41,6514359.0,30.5,849815.0,1,3,4.0,Jakarta,Silver,App,0,10197776.0,0,0
C000047,48,62684724.0,20.2,716848.0,0,5,3.0,Jakarta,Silver,Web,0,8602179.0,1,1
C000048,41,10665408.0,36.1,1072049.0,2,2,3.0,Jakarta,Gold,App,0,12864586.0,0,0
C000049,46,13044705.0,50.0,1385740.0,7,2,5.0,Jakarta,Basic,App,0,16628881.0,0,0
C000050,39,17503472.0,50.3,2072693.0,7,0,4.0,Jakarta,Silver,App,0,24872314.0,0,0
C000051,41,13834477.0,20.4,1815073.0,2,2,4.0,Surabaya,Silver,App,0,21780879.0,0,0
C000052,46,4785594.0,16.8,632607.0,4,2,4.0,Surabaya,Basic,App,1,7591280.0,0,0
C000053,21,4867097.0,32.5,746332.0,7,1,4.0,Jakarta,Silver,App,0,8955989.0,0,0
C000054,34,7673457.0,21.4,875919.0,4,2,3.0,Jakarta,Silver,App,0,10511030.0,0,0
C000055,32,6241965.0,59.9,1231903.0,6,1,3.0,Surabaya,Basic,App,0,14782840.0,1,1
C000056,30,4277471.0,21.2,997991.0,6,4,3.0,Makassar,Basic,Web,0,11975897.0,0,0
C000057,35,6274608.0,29.0,550216.0,6,1,4.0,Surabaya,Basic,App,0,6602591.0,1,1
C000058,56,6162358.0,35.5,533167.0,4,1,3.0,,Basic,App,0,6398005.0,0,0
C000059,28,,8.2,756568.0,6,1,3.0,Bandung,Basic,App,0,9078821.0,0,0
C000060,50,6724498.0,17.9,642687.0,4,1,5.0,Jakarta,Silver,Web,0,7712247.0,0,0
C000061,18,15295972.0,86.0,1382727.0,3,1,4.0,Surabaya,Silver,App,0,16592729.0,0,0
C000062,34,8926483.0,48.7,1265820.0,5,5,3.0,Jakarta,Basic,Web,0,15189841.0,0,0
C000063,40,31153810.0,21.0,2528978.0,5,2,2.0,Surabaya,Basic,App,1,30347737.0,0,0
C000064,45,8786540.0,44.1,869315.0,3,0,3.0,Makassar,Silver,App,0,10431785.0,0,0
C000065,47,6820313.0,59.3,447104.0,4,3,3.0,Surabaya,Gold,App,0,5365248.0,1,1
C000066,48,8018205.0,23.5,977848.0,5,1,3.0,Surabaya,Silver,App,1,11734171.0,0,0
C000067,34,9212047.0,47.2,1048501.0,1,1,2.0,Jakarta,Silver,App,0,12582016.0,0,0
C000068,32,10163788.0,42.9,1223872.0,5,0,4.0,Surabaya,Basic,App,0,14686462.0,0,0
C000069,48,25069019.0,10.7,2375519.0,6,3,4.0,Jakarta,Gold,Branch,1,28506232.0,0,0
C000070,36,5025451.0,23.6,605318.0,3,3,3.0,Jakarta,Gold,Web,0,7263815.0,0,0
C000071,23,12831677.0,73.0,1485297.0,4,1,4.0,Surabaya,Gold,Branch,0,17823562.0,0,0
C000072,24,8968374.0,84.5,982996.0,2,2,5.0,Surabaya,Silver,Branch,0,11795957.0,0,0
C000073,27,3371433.0,48.9,325078.0,3,1,5.0,Surabaya,Basic,App,0,3900940.0,0,0
C000074,44,12223079.0,17.5,1637721.0,3,2,3.0,Jakarta,Basic,Web,0,19652651.0,0,0
C000075,40,16064864.0,3.2,1484723.0,4,1,2.0,Surabaya,Basic,App,0,17816678.0,0,0
C000076,46,4992788.0,15.7,551438.0,1,1,4.0,Surabaya,Basic,Web,0,6617258.0,0,0
C000077,33,7960787.0,9.4,645074.0,5,4,5.0,Surabaya,Basic,Web,0,7740891.0,1,1
C000078,40,3097194.0,76.5,648814.0,1,2,4.0,Surabaya,Gold,Web,1,7785763.0,0,0
C000079,46,4003216.0,5.5,966881.0,2,0,4.0,Surabaya,Basic,App,0,11602573.0,0,0
C000080,34,14237194.0,10.9,1752214.0,1,0,5.0,Surabaya,Basic,App,0,21026572.0,1,1
C000081,43,6189860.0,32.0,1181511.0,1,2,4.0,Surabaya,Silver,Branch,0,14178130.0,0,0
C000082,30,4347495.0,27.5,317341.0,5,0,2.0,,Basic,App,1,3808093.0,0,0
C000083,34,9076101.0,70.8,980776.0,3,2,4.0,Surabaya,Basic,App,0,11769316.0,0,0
C000084,33,6002132.0,41.2,942794.0,8,1,3.0,Jakarta,Silver,App,1,11313533.0,0,0
C000085,24,6174881.0,24.9,1015061.0,3,0,3.0,Surabaya,Basic,Web,0,12180730.0,0,0
C000086,44,12013979.0,60.6,1660696.0,3,1,3.0,Surabaya,Basic,App,0,19928353.0,0,0
C000087,32,4222757.0,20.6,334441.0,4,0,4.0,Bandung,Basic,Branch,0,4013288.0,0,0
C000088,38,4862198.0,74.4,480685.0,5,0,3.0,,Basic,Web,0,5768216.0,1,1
C000089,44,,14.0,644977.0,8,0,3.0,Makassar,Basic,Web,0,7739723.0,0,0
C000090,43,13634685.0,26.8,1657567.0,2,2,3.0,,Basic,App,0,19890798.0,0,0
C000091,46,,3.8,1092310.0,3,1,4.0,Surabaya,Gold,App,0,13107723.0,0,0
C000092,37,5549221.0,50.6,516970.0,7,2,3.0,Bandung,Basic,Web,0,6203639.0,0,0
C000093,33,13396572.0,30.8,1127016.0,7,1,2.0,Jakarta,Basic,App,0,13524186.0,0,0
C000094,37,5197425.0,74.6,644302.0,5,0,3.0,Makassar,Basic,App,0,7731629.0,0,0
C000095,18,21842480.0,23.0,2079553.0,5,2,2.0,Jakarta,Silver,Web,1,24954633.0,0,0
C000096,21,4288202.0,8.1,536712.0,7,2,2.0,Jakarta,Basic,Web,0,6440543.0,1,1
C000097,22,16611660.0,37.7,1448785.0,3,0,5.0,Surabaya,Silver,Branch,0,17385425.0,0,0
C000098,26,5575456.0,18.3,697611.0,7,1,4.0,Surabaya,Gold,Web,0,8371329.0,0,0
C000099,43,24209064.0,46.0,2315671.0,5,1,2.0,Jakarta,Basic,App,0,27788051.0,0,0
C000100,27,,14.3,942330.0,5,0,2.0,Makassar,Silver,Branch,0,11307961.0,0,0
C000101,33,4575118.0,66.3,1130190.0,4,3,3.0,Surabaya,Basic,Branch,0,13562285.0,1,1
C000102,54,6002706.0,29.0,750451.0,6,4,1.0,Surabaya,Silver,App,0,9005406.0,1,1
C000103,34,12293752.0,24.9,1217126.0,5,1,3.0,Surabaya,Silver,App,0,14605515.0,0,0
C000104,47,14273376.0,63.5,1434628.0,3,6,2.0,Surabaya,Silver,App,0,17215541.0,1,1
C000105,27,,51.1,1388573.0,4,3,3.0,Makassar,Basic,Web,0,16662875.0,0,0
C000106,36,8198929.0,15.9,706856.0,2,1,4.0,Surabaya,Basic,App,0,8482270.0,0,0
C000107,27,12140363.0,50.1,1448537.0,7,3,2.0,,Basic,App,0,17382445.0,0,0
C000108,34,8601449.0,43.6,929272.0,1,1,3.0,Surabaya,Basic,App,0,11151261.0,0,0
C000109,48,3927542.0,26.0,485791.0,7,3,,Jakarta,Silver,Web,0,5829490.0,0,0
C000110,18,5115657.0,47.5,770126.0,0,1,1.0,Jakarta,Basic,App,0,9241510.0,1,1
C000111,43,9104397.0,66.1,1230189.0,3,2,3.0,Surabaya,Basic,App,0,14762272.0,0,0
C000112,41,15610705.0,26.5,1440636.0,4,2,2.0,Bandung,Basic,Web,0,17287633.0,1,1
C000113,31,19457486.0,26.6,2080342.0,7,3,4.0,Jakarta,Silver,Web,0,24964107.0,0,0
C000114,21,12282589.0,25.6,1197451.0,1,3,4.0,Surabaya,Basic,App,0,14369416.0,1,1
C000115,39,9369422.0,15.4,5043736.0,3,0,4.0,Surabaya,Silver,App,0,60524832.0,0,0
C000116,32,12076835.0,26.3,1531355.0,5,2,2.0,Surabaya,Gold,App,0,18376254.0,0,0
C000117,41,5544068.0,24.3,587129.0,4,2,3.0,Surabaya,Basic,App,0,7045543.0,1,1
C000118,38,7353413.0,23.3,618968.0,1,0,4.0,Surabaya,Basic,App,0,7427611.0,0,0
C000119,57,5084362.0,23.0,534854.0,1,0,1.0,Surabaya,Gold,App,1,6418247.0,0,0
C000120,35,24152616.0,10.9,564231.0,3,0,4.0,Surabaya,Silver,App,1,6770769.0,0,0
C000121,26,9610858.0,54.4,1218083.0,5,1,4.0,Surabaya,Basic,Web,0,14616999.0,0,0
C000122,40,8859354.0,17.9,1333501.0,3,2,2.0,Jakarta,Basic,App,1,16002008.0,0,0
C000123,41,,68.4,489132.0,5,3,3.0,Jakarta,Basic,Branch,0,5869588.0,0,0
C000124,54,10802775.0,13.0,1723648.0,5,2,3.0,Surabaya,Silver,App,1,20683779.0,0,0
C000125,48,9142153.0,78.4,1055317.0,2,1,5.0,Surabaya,Basic,App,1,12663808.0,0,0
C000126,42,10865370.0,21.3,1134223.0,2,2,3.0,Makassar,Silver,Web,0,13610674.0,0,0
C000127,56,7814382.0,50.5,654402.0,2,3,3.0,Surabaya,Basic,Branch,0,7852830.0,1,1
C000128,24,10039545.0,30.6,969238.0,7,1,4.0,Surabaya,Basic,App,0,11630856.0,0,0
C000129,30,5365889.0,9.6,543698.0,3,1,1.0,Surabaya,Basic,Web,0,6524371.0,1,1
C000130,27,9803895.0,10.1,979017.0,3,2,3.0,Surabaya,Basic,Web,0,11748205.0,0,0
C000131,33,11554457.0,16.8,1259548.0,4,3,3.0,Surabaya,Gold,App,0,15114580.0,0,0
C000132,21,5535139.0,20.4,630389.0,7,2,1.0,Makassar,Basic,Web,0,7564669.0,0,0
C000133,46,8231343.0,27.1,767087.0,7,1,4.0,Bandung,Silver,App,0,9205041.0,0,0
C000134,35,5677211.0,35.2,487681.0,3,3,3.0,Jakarta,Basic,App,0,5852172.0,1,1
C000135,20,5988631.0,24.6,677525.0,2,0,4.0,Makassar,Basic,App,0,8130299.0,0,0
C000136,26,4309106.0,33.9,252451.0,4,1,4.0,Surabaya,Basic,App,0,3029407.0,0,0
C000137,42,16048538.0,37.8,1544317.0,8,2,3.0,Bandung,Basic,App,1,18531800.0,1,1
C000138,48,14376118.0,23.9,1336388.0,2,2,3.0,Makassar,Gold,App,0,16036651.0,0,0
C000139,62,10751337.0,43.1,995625.0,3,2,4.0,,Basic,App,0,11947500.0,0,0
C000140,73,23668601.0,49.6,1477323.0,6,3,3.0,Makassar,Basic,App,0,17727873.0,0,0
C000141,43,7209189.0,38.5,718223.0,3,1,2.0,Bandung,Basic,Web,0,8618672.0,1,1
C000142,26,42389932.0,39.9,4038767.0,8,1,3.0,Surabaya,Silver,Web,0,48465209.0,0,0
C000143,18,7058979.0,31.9,733278.0,6,2,3.0,Surabaya,Basic,Web,0,8799337.0,0,0
C000144,41,9205470.0,57.5,868454.0,7,0,4.0,Jakarta,Gold,Branch,0,10421447.0,0,0
C000145,28,,27.6,808952.0,5,2,3.0,Jakarta,Silver,Branch,0,9707420.0,0,0
C000146,33,9818031.0,17.0,1025723.0,3,2,2.0,Surabaya,Silver,App,0,12308679.0,0,0
C000147,31,12667375.0,28.2,776573.0,2,1,2.0,Surabaya,Basic,App,0,9318875.0,0,0
C000148,36,7514147.0,9.8,786378.0,7,2,4.0,Surabaya,Basic,Web,1,9436536.0,0,0
C000149,51,21255963.0,8.8,1537310.0,6,4,3.0,Surabaya,Silver,App,1,18447724.0,0,0
C000150,40,,49.7,1083848.0,7,3,4.0,Surabaya,Basic,App,0,13006175.0,0,0
C000151,36,9283220.0,69.2,872980.0,3,3,4.0,Surabaya,Silver,Branch,0,10475755.0,0,0
C000152,26,4852494.0,21.8,904698.0,1,0,3.0,Surabaya,Silver,App,0,10856380.0,0,0
C000153,18,10070557.0,50.0,934017.0,4,0,3.0,Makassar,Gold,App,0,11208205.0,0,0
C000154,32,7431491.0,4.8,1627408.0,5,4,2.0,surabaya,Basic,Web,0,19528895.0,0,0
C000155,37,5725384.0,38.5,591916.0,3,1,4.0,Makassar,Silver,Web,0,7102997.0,0,0
C000156,59,,27.7,1360667.0,3,2,2.0,,Basic,Branch,0,16328000.0,0,0
C000157,40,34775440.0,76.4,1819471.0,4,0,,Surabaya,Silver,Branch,1,21833652.0,0,0
C000158,50,6920784.0,25.0,749136.0,6,1,4.0,Jakarta,Silver,App,0,8989631.0,0,0
C000159,32,,12.2,381008.0,6,2,2.0,Makassar,Basic,Web,0,4572094.0,0,0
C000160,24,5448933.0,7.7,960203.0,7,0,3.0,Jakarta,Basic,App,0,11522437.0,1,1
C000161,26,7776289.0,28.1,915411.0,1,3,3.0,Makassar,Basic,Branch,0,10984935.0,0,0
C000162,29,10806074.0,31.9,1058910.0,6,3,5.0,Surabaya,Basic,App,0,12706923.0,1,1
C000163,64,10854499.0,23.9,1382714.0,8,2,3.0,Surabaya,Basic,App,0,16592568.0,0,0
C000164,28,,50.8,1065422.0,2,2,3.0,Bandung,Basic,Branch,0,12785070.0,0,0
C000165,48,5611221.0,64.5,781849.0,2,1,3.0,Jakarta,Basic,Web,0,9382184.0,0,0
C000166,27,9647355.0,21.7,1248555.0,5,1,4.0,Surabaya,Basic,App,0,14982663.0,0,0
C000167,49,4941203.0,5.8,564695.0,3,2,3.0,Surabaya,Basic,App,0,6776345.0,0,0
C000168,43,5689588.0,34.1,502994.0,0,0,3.0,Bandung,Silver,App,1,6035934.0,0,0
C000169,36,4829300.0,58.3,645713.0,3,2,5.0,Surabaya,Basic,Web,0,7748561.0,0,0
C000170,38,4161301.0,21.7,635122.0,1,1,3.0,,Silver,Web,0,7621468.0,0,0
C000171,30,14364455.0,39.9,1511270.0,8,1,2.0,Surabaya,Gold,App,0,18135240.0,1,1
C000172,43,11683505.0,11.5,1232636.0,2,1,4.0,Surabaya,Gold,Web,0,14791631.0,0,0
C000173,33,13689204.0,33.5,1359278.0,3,2,4.0,Surabaya,Basic,App,0,16311337.0,1,1
C000174,23,8174861.0,40.4,811602.0,6,2,4.0,Surabaya,Basic,Branch,0,9739221.0,0,0
C000175,23,12264216.0,34.2,884456.0,4,0,3.0,Jakarta,Basic,Web,0,10613471.0,0,0
C000176,40,3036581.0,89.1,515827.0,4,2,2.0,Surabaya,Basic,Branch,0,6189921.0,0,0
C000177,57,12860231.0,68.6,1279209.0,8,4,2.0,Bandung,Basic,App,0,15350506.0,1,1
C000178,40,8818550.0,44.8,1604536.0,2,2,3.0,Jakarta,Basic,Branch,0,19254435.0,0,0
C000179,37,11294906.0,54.8,1119991.0,8,1,3.0,Surabaya,Gold,Branch,1,13439886.0,0,0
C000180,41,9859686.0,33.4,1142312.0,5,2,3.0,Jakarta,Basic,App,0,13707744.0,0,0
C000181,54,4648577.0,26.8,995456.0,4,1,4.0,Surabaya,Basic,Branch,0,11945473.0,0,0
C000182,41,3509662.0,20.1,657034.0,4,1,4.0,Surabaya,Basic,Web,0,7884403.0,0,0
C000183,33,5407634.0,11.2,573455.0,4,2,4.0,Surabaya,Basic,Branch,0,6881462.0,0,0
C000184,51,10915088.0,70.6,902024.0,6,2,2.0,Jakarta,Basic,Web,0,10824283.0,0,0
C000185,43,11693017.0,91.3,746129.0,5,0,3.0,Surabaya,Basic,Branch,0,8953544.0,0,0
C000186,56,3769994.0,28.6,263228.0,4,2,3.0,Jakarta,Silver,App,0,3158737.0,0,0
C000187,40,4663829.0,29.0,377787.0,2,1,4.0,Surabaya,Gold,App,1,4533449.0,0,0
C000188,23,,41.5,450279.0,7,4,3.0,Surabaya,Silver,App,1,5403351.0,0,0
C000189,22,6572694.0,25.0,830887.0,2,0,4.0,Surabaya,Silver,Web,0,9970640.0,1,1
C000190,58,3782229.0,12.5,397478.0,5,2,5.0,Surabaya,Silver,App,1,4769742.0,0,0
C000191,59,3659451.0,9.5,696775.0,4,2,3.0,Surabaya,Basic,App,0,8361299.0,0,0
C000192,36,5090785.0,89.3,464210.0,1,1,4.0,Surabaya,Silver,App,0,5570522.0,0,0
C000193,33,,6.6,1032652.0,5,2,4.0,Surabaya,Basic,Branch,0,12391830.0,0,0
C000194,56,4179178.0,35.1,384792.0,5,1,3.0,Jakarta,Silver,Web,0,4617508.0,0,0
C000195,25,7506352.0,7.5,994914.0,1,3,4.0,surabaya,Basic,App,0,11938968.0,1,1
C000196,27,14319834.0,25.9,1272935.0,3,0,3.0,Makassar,Basic,App,0,15275226.0,1,1
C000197,46,3909708.0,21.6,727547.0,7,0,3.0,Jakarta,Basic,Branch,0,8730568.0,1,1
C000198,33,7141311.0,8.6,719567.0,4,1,4.0,Bandung,Basic,App,1,8634803.0,0,0
C000199,38,14056118.0,42.5,1639141.0,5,1,,Surabaya,Silver,Web,0,19669696.0,0,0
C000200,36,6355966.0,11.8,1159700.0,2,5,3.0,Surabaya,Silver,Branch,0,13916397.0,0,0
C000201,42,5835286.0,7.6,550621.0,2,1,2.0,Surabaya,Gold,Branch,0,6607454.0,1,1
C000202,55,15170674.0,45.6,1489796.0,1,1,5.0,Surabaya,Silver,App,0,17877550.0,0,0
C000203,39,,21.7,903133.0,1,3,2.0,Jakarta,Silver,Web,0,10837592.0,0,0
C000204,46,14686281.0,15.6,1265881.0,4,1,5.0,Makassar,Silver,Branch,0,15190567.0,0,0
C000205,18,10128695.0,47.5,1114529.0,4,0,3.0,Surabaya,Silver,App,0,13374349.0,1,1
C000206,37,6625176.0,11.3,576270.0,5,0,3.0,Surabaya,Silver,Web,0,6915240.0,0,0
C000207,28,10415253.0,5.9,1279185.0,6,3,4.0,Jakarta,Basic,Web,0,15350223.0,0,0
C000208,23,9541863.0,61.7,1110289.0,4,3,3.0,Surabaya,Gold,App,1,13323466.0,0,0
C000209,27,14026201.0,81.5,1521686.0,3,0,4.0,Bandung,Basic,App,0,18260234.0,0,0
C000210,34,5917130.0,25.5,486517.0,6,0,3.0,Jakarta,Basic,App,0,5838209.0,0,0
C000211,49,8183377.0,1.1,1313623.0,6,1,3.0,Bandung,Basic,App,0,15763479.0,1,1
C000212,22,7733859.0,25.2,986504.0,3,3,5.0,Surabaya,Silver,App,1,11838044.0,0,0
C000213,38,11783768.0,49.3,1438541.0,6,2,2.0,Surabaya,Silver,App,0,17262497.0,0,0
C000214,32,4552120.0,57.8,525954.0,5,0,3.0,Jakarta,Basic,Web,0,6311445.0,0,0
C000215,34,13996103.0,12.4,1338028.0,4,2,4.0,Surabaya,Basic,Branch,0,16056341.0,0,0
C000216,50,10338992.0,22.4,1346071.0,3,2,4.0,Bandung,Silver,Branch,0,16152856.0,0,0
C000217,44,3877276.0,33.2,760594.0,4,2,2.0,Surabaya,Silver,Branch,1,9127126.0,0,0
C000218,54,15548841.0,47.4,1324794.0,5,1,2.0,Surabaya,Basic,Web,1,15897523.0,0,0
C000219,36,27335678.0,44.2,1937118.0,3,2,4.0,Surabaya,Silver,App,0,23245418.0,0,0
C000220,30,13880018.0,39.6,1251924.0,5,3,2.0,Jakarta,Silver,App,0,15023088.0,0,0
C000221,35,17536478.0,57.7,2170924.0,4,1,3.0,Surabaya,Basic,Web,1,26051089.0,1,1
C000222,41,,26.8,699663.0,6,0,,,Basic,Branch,0,8395953.0,0,0
C000223,40,3207891.0,71.1,397164.0,5,0,3.0,Surabaya,Basic,App,0,4765971.0,0,0
C000224,25,,18.4,460635.0,0,0,4.0,Jakarta,Silver,Web,0,5527617.0,0,0
C000225,39,9204907.0,44.6,701226.0,0,1,3.0,Bandung,Gold,Branch,0,8414716.0,1,1
C000226,41,5776819.0,20.4,1194361.0,7,1,3.0,,Gold,Web,0,14332333.0,0,0
C000227,68,,25.7,733285.0,5,0,3.0,Surabaya,Silver,Web,0,8799418.0,0,0
C000228,61,7728624.0,28.7,1167336.0,5,1,,Jakarta,Basic,Branch,0,14008028.0,0,0
C000229,28,11223541.0,19.6,1004762.0,9,0,3.0,Jakarta,Basic,Web,0,12057145.0,0,0
C000230,35,3598168.0,59.3,383662.0,2,1,4.0,Surabaya,Silver,App,0,4603939.0,0,0
C000231,20,,21.2,678433.0,1,1,3.0,Surabaya,Basic,Branch,1,8141200.0,1,1
C000232,31,18354420.0,27.7,1357550.0,4,1,2.0,Jakarta,Silver,Web,0,16290605.0,0,0
C000233,42,4428376.0,41.2,751317.0,2,3,4.0,Jakarta,Gold,App,0,9015805.0,0,0
C000234,52,12907521.0,113.8,1851171.0,2,2,4.0,Surabaya,Basic,Branch,0,22214048.0,0,0
C000235,29,6127823.0,42.2,854628.0,7,2,5.0,Surabaya,Basic,App,1,10255539.0,0,0
C000236,30,10800885.0,29.4,1476238.0,2,1,2.0,Jakarta,Silver,Branch,0,17714852.0,1,1
C000237,18,14628500.0,5.0,1656884.0,4,4,1.0,Surabaya,Basic,Web,0,19882608.0,1,1
C000238,36,12026908.0,25.2,2176938.0,7,2,4.0,Jakarta,Basic,App,0,26123258.0,0,0
C000239,25,13190269.0,17.0,1244845.0,7,3,2.0,Jakarta,Silver,Branch,0,14938140.0,0,0
C000240,32,4246373.0,22.2,469655.0,5,1,2.0,Surabaya,Basic,App,0,5635860.0,1,1
C000241,27,14760495.0,20.1,1642466.0,4,3,3.0,Surabaya,Basic,Branch,0,19709593.0,1,1
C000242,37,5005115.0,41.0,930726.0,1,2,3.0,Surabaya,Gold,Web,0,11168707.0,0,0
C000243,18,9227513.0,24.8,619616.0,3,3,2.0,Jakarta,Basic,App,0,7435397.0,1,1
C000244,20,9220940.0,14.0,1044468.0,4,1,3.0,Bandung,Basic,Branch,0,12533619.0,0,0
C000245,64,10446416.0,50.6,1002211.0,8,0,4.0,Makassar,Silver,App,1,12026536.0,1,1
C000246,23,9628888.0,10.3,978352.0,5,2,3.0,Bandung,Basic,App,0,11740222.0,0,0
C000247,25,,28.5,696626.0,3,1,4.0,Jakarta,Basic,Web,0,8359512.0,0,0
C000248,60,3807659.0,25.4,667120.0,5,1,4.0,,Gold,App,0,8005445.0,0,0
C000249,73,12925903.0,35.7,1642840.0,10,0,2.0,Surabaya,Silver,App,0,19714082.0,0,0
C000250,24,8860920.0,58.1,769065.0,2,0,4.0,Bandung,Basic,Web,1,9228786.0,0,0
C000251,34,15053324.0,120.0,1601386.0,6,2,3.0,Surabaya,Silver,App,1,19216634.0,0,0
C000252,42,7805577.0,29.4,566264.0,2,0,3.0,Jakarta,Basic,App,0,6795164.0,0,0
C000253,59,3693598.0,16.8,548908.0,3,3,2.0,Surabaya,Gold,Web,0,6586899.0,1,1
C000254,26,13610110.0,15.6,1555119.0,5,3,2.0,Surabaya,Silver,App,0,18661427.0,1,1
C000255,35,6525631.0,15.5,1205218.0,2,0,3.0,Surabaya,Silver,App,0,14462611.0,0,0
C000256,47,9655652.0,34.9,770622.0,3,0,4.0,Surabaya,Basic,App,0,9247464.0,1,1
C000257,43,,3.9,835682.0,4,3,4.0,Jakarta,Basic,App,0,10028186.0,1,1
C000258,33,19762921.0,9.8,1714986.0,5,0,5.0,Bandung,Basic,Web,0,20579835.0,0,0
C000259,36,4939830.0,34.9,1133164.0,2,1,2.0,Bandung,Silver,App,0,13597973.0,0,0
